B.Code,field,issue,value,table,parent_table,tabname,master_table,issue_addressed,addressed_by_whom,notes
JO0014,IN.Level.Name/T.Name,Compulsory Product field is blank.,Interow intercrop CB +NWC__Interow intercrop CP +NWC/NA/Interow intercrop CB +50 DWACE__Interow intercrop CP +50 DWACE/NA/Interow intercrop CB + WF__Interow intercrop CP + WF/NA/Intrarow Intercrop CB +NWC__Intrarow intercrop CP +NWC/NA/Intrarow Intercrop CB +50 DWACE__Intrarow intercrop CP +50 DWACE/NA/Intrarow Intercrop CB + WF__Intrarow intercrop CP + WF/NA/Interow intercrop CB +NWC__Interrow intercrop sorghum +NWC/NA/Interow intercrop CB +50 DWACE__Interrow intercrop sorghum +50 DWACE/NA/Interow intercrop CB + WF__Interrow intercrop sorghum + WF/NA/Intrarow Intercrop CB +NWC__Intrarow Intercrop Sorghum +NWC/NA/Intrarow Intercrop CB +50 DWACE__Intrarow Intercrop Sorghum +50 DWACE/NA/Intrarow Intercrop CB + WF__Intrarow Intercrop Sorghum + WF/NA,Data.Out,,,,FALSE,"",""
JO0019,IN.Level.Name/T.Name,Compulsory Product field is blank.,B Intercrop__M Intercrop/NA/B Intercrop__M Intercrop__S intercrop/NA,Data.Out,,,,FALSE,"",""
JO0021,IN.Level.Name/T.Name,Compulsory Product field is blank.,CF INT RAIN__MC INT RAIN/NA/CF INT IRR__MC INT IRR/NA,Data.Out,,,,FALSE,"",""
JO0022,IN.Level.Name/T.Name,Compulsory Product field is blank.,Coffee Int__Teak Int/NA/Coffee Int__Redcedar Int/NA/Coffee Int__Mangium Int/NA/Avocado Int__Coffee Int/NA,Data.Out,,,,FALSE,"",""
JO0024,IN.Level.Name/T.Name,Compulsory Product field is blank.,NK_CAR_PP_INT__NK_CV_CAR_INT/NA/DO_PP_CAR_INT__DO_SP_CAR_INT/NA,Data.Out,,,,FALSE,"",""
JO0026,IN.Level.Name/T.Name,Compulsory Product field is blank.,CACM -VB Int__CACM-CP Int__M Int/NA/CARB-RB Int__M Int/NA/CAST- ST Int__M Int/NA,Data.Out,,,,FALSE,"",""
JO0028,IN.Level.Name/T.Name,Compulsory Product field is blank.,Maizi Int CA+F__PigeonP Int CA/NA/CowP Int CA__Maizi Int CA+F/NA/Ground N Int CA__Maizi Int CA+F/NA/Maizi Int CA-F__PigeonP Int CA-F/NA/CowP Int CA-F__Maizi Int CA-F/NA/Ground N Int CA-F__Maizi Int CA-F/NA/Maizi Int CT+F__PigeonP Int CT/NA/CowP Int CT__Maizi Int CT+F/NA/Ground N Int CT__Maizi Int CT+F/NA/Maizi Int CT-F__PigeonP Int CT-F/NA/CowP Int CT-F__Maizi Int CT-F/NA/Ground N Int CT-F__Maizi Int CT-F/NA,Data.Out,,,,FALSE,"",""
JO0036,IN.Level.Name/T.Name,Compulsory Product field is blank.,NA/HGAF-Coffee-0-30cm..HGAF-Khat-0-30cm..HGAF-Ensete-0-30cm..HGAF-Banana-0-30cm..HGAF-Avocado-0-30cm/NA/HGAF-Coffee-30-60cm..HGAF-Khat-30-60cm..HGAF-Ensete-30-60cm..HGAF-Banana-30-60cm..HGAF-Avocado-30-60cm/NA/HGAF-Coffee..HGAF-Khat..HGAF-Ensete..HGAF-Banana..HGAF-Avocado,Data.Out,,,,FALSE,"",""
JO0037,IN.Level.Name/T.Name,Compulsory Product field is blank.,Bean Int__Maize Int/NA/Maize Int__Mung Int/NA/Bean Int__Maize Int__Mung Relay/NA/Bean Relay__Maize Int__Mung Int/NA/Mung Relay__Sole Bean/NA/Bean Relay__Sole Mung/NA,Data.Out,,,,FALSE,"",""
JO0042,IN.Level.Name/T.Name,Compulsory Product field is blank.,IM_CP_INT__MZ- Int (+N)/NA/LR_CP_INT__MZ- Int (+N)/NA,Data.Out,,,,FALSE,"",""
JO0047,IN.Level.Name/T.Name,Compulsory Product field is blank.,CONT_CP__CONT_MZ/NA/Low_CP_NPK__Low_MZ_NPK/NA/Low_CP_NPK+LM__Low_MZ_NPK+LM/NA/High_CP_NPK__High_MZ_NPK/NA/High_CP_NPK+LM__High_MZ_NPK+LM/NA,Data.Out,,,,FALSE,"",""
JO0059,IN.Level.Name/T.Name,Compulsory Product field is blank.,Int -M__Int-O/NA/Int-C__Int-O/NA/Int-O__Int-P/NA,Data.Out,,,,FALSE,"",""
JO0063,IN.Level.Name/T.Name,Compulsory Product field is blank.,NA/CT-Mono W..CT-Mono-SB/NA/NT-Mono W..NT-Mono-SB,Data.Out,,,,FALSE,"",""
JO0069,IN.Level.Name/T.Name,Compulsory Product field is blank.,Euc_INT__Shaded  coffee/NA,Data.Out,,,,FALSE,"",""
JO0072,IN.Level.Name/T.Name,Compulsory Product field is blank.,Coffee Int__Millettia ferruginea/NA/Coffee Int__Ehretia cymosa/NA/Albizia gummifera__Coffee Int/NA/Coffee Int__Olea welwitshii/NA/Coffee Int__Schefflera abyssinica/NA/Coffee Int__Croton macrostachyus/NA/Coffee Int__Ficus vasta/NA/Coffee Int__Pouteria adolfi-friederici/NA/Coffee Int__Phoenix reclinata/NA/Coffee Int__Dracaena steudneri/NA/Coffee Int__Prunus africana/NA/Coffee Int__Vepris dainellii/NA/Coffee Int__Cordia africana/NA,Data.Out,,,,FALSE,"",""
JO0076,IN.Level.Name/T.Name,Compulsory Product field is blank.,CP-CM-0_INT__PM-CM-0_INT/NA/CP-CM-31_INT__PM-CM-31_INT/NA/CP-CM-62_INT__PM-CM-62_INT/NA,Data.Out,,,,FALSE,"",""
JO0082,IN.Level.Name/T.Name,Compulsory Product field is blank.,INT-CP-0-HARVESTING__INT-MZ-0-HARVESTING/NA/INT-CP-LHI-2__INT-MZ-LHI-2/NA/INT-CP-LHI-3__INT-MZ-LHI-3/NA/INT-CP-LHI-4__INT-MZ-LHI-4/NA/INT-CP-NONE__INT-MZ-NONE/NA/INT-CP-LHF-7__INT-MZ-LHF-7/NA/INT-CP-LHF-14__INT-MZ-LHF-14/NA,Data.Out,,,,FALSE,"",""
JO0083,IN.Level.Name/T.Name,Compulsory Product field is blank.,PG-INT__S-INT-0N/NA/PG-INT__S-INT-50N/NA/PG-INT__S-INT-100N/NA/PG-INT__S-INT-200N/NA/GG-INT__S-INT-0N/NA/GG-INT__S-INT-50N/NA/GG-INT__S-INT-100N/NA/GG-INT__S-INT-200N/NA,Data.Out,,,,FALSE,"",""
JO0084,Out.Code.Joined,"Compulsory Treatment, Intercropping and Rotation fields are all blank (at least one value must be present).",NA,Data.Out,,,,FALSE,"",""
JO0084,IN.Level.Name/T.Name,Compulsory Product field is blank.,INT-GLC-PF3__INT-MZ-PF3/NA/INT-GLC-PF4__INT-MZ-PF4/NA/INT-GLC-PF6__INT-MZ-PF6/NA,Data.Out,,,,FALSE,"",""
JO0090,IN.Level.Name/T.Name,Compulsory Product field is blank.,A53-Bh..B53-Gh..C53-Mh..D53-Th..E53-Ah..F53-Vh..G53-Sh..H53-Mh..A67-Bh..B67-Gh..C67-Mh..D67-Th..E67-Ah..E67-Vh..F67-Sh..G67-Mh__M-INT-PP-H Fz/NA/A53-Bf..B53-Gf..C53-Mf..D53-Tf..E53-Af..F53-Vf..G53-Sf..H53-Mf..A67-Bf..B67-Gf..C67-Mf..D67-Tf..E67-Af..F67-Vf..F67-Sf..G67-Mf__M-INT-PP-F Fz/NA/TZ-INT-MZ-F Fz__Tz-INT-PP- F Fz/NA/Ken-INT-PP-H Fz__Ken-INT-SG- H Fz/NA/Ken-INT-PP-F Fz__Ken-INT-SG-F Fz/NA/M-INT-PP-0 Fz__M-P53-INT-MZ-0 Fz..M-P67-INT-MZ-0 Fz/NA/TZ-INT-MZ-0 Fz__Tz-INT-PP- 0 Fz/NA/Ken-INT-PP-0 Fz__Ken-INT-SG-0 Fz/NA,Data.Out,,,,FALSE,"",""
JO0093,IN.Level.Name/T.Name,Compulsory Product field is blank.,NA/511-Control..612-Control..614-Control/NA/511-Fert 120N..612-Fert 120N..614-Fert 120N/NA/511-Fert 120N0+10P..612-Fert 120N0+10P..614-Fert 120N0+10P/NA/511-Fert 120N+25P..612-Fert 120N+25P..614-Fert 120N+25P/NA/511-Fert 120N+50P..612-Fert 120N+50P..614-Fert 120N+50P/NA/511-Fert 120N+150P..612-Fert 120N+150P..614-Fert 120N+150P/NA/511-Calliandra..612-Calliandra..614-Calliandra/NA/511-Senna..612-Senna..614-Senna/NA/511-Croton..612-Croton..614-Croton/NA/511-Lantana..612-Lantana..614-Lantana/NA/511-Sesbania..612-Sesbania..614-Sesbania/NA/511-Tithonia..612-Tithonia..614-Tithonia,Data.Out,,,,FALSE,"",""
JO0104,IN.Level.Name/T.Name,Compulsory Product field is blank.,40-R-INT-LUPIN__40-R-INT-TEFF/NA/20-R-INT-LUPIN__20-R-INT-TEFF/NA,Data.Out,,,,FALSE,"",""
JO0107,IN.Level.Name/T.Name,Compulsory Product field is blank.,CG-NPK1__DMC-CG-INT__DMC-S-INT__S-NPK1/NA/CG-NPK2__DMC-CG-INT__DMC-S-INT__S-NPK2/NA/CG-NPK3+UREA__DMC-CG-INT__DMC-S-INT__S-NPK3+UREA/NA/CG-NPK1__DS-CG-INT__DS-S-INT__S-NPK1/NA/CG-NPK2__DS-CG-INT__DS-S-INT__S-NPK2/NA/CG-NPK3+UREA__DS-CG-INT__DS-S-INT__S-NPK3+UREA/NA/CG-NPK1__S-NPK1__TS-CG-INT__TS-S-INT/NA/CG-NPK2__S-NPK2__TS-CG-INT__TS-S-INT/NA/CG-NPK3+UREA__S-NPK3+UREA__TS-CG-INT__TS-S-INT/NA,Data.Out,,,,FALSE,"",""
JO0108,IN.Level.Name/T.Name,Compulsory Product field is blank.,INT-SB-PLANT-12-13__INT-TR-PLANT-12-13/Yr12-13-Control/INT-SB-PLANT-12-13__INT-TR-PLANT-12-13/Yr12-13-0.65N/INT-SB-PLANT-12-13__INT-TR-PLANT-12-13/Yr12-13-1.3N/INT-SB-PLANT-12-13__INT-TR-PLANT-12-13/Yr12-13-1.95N/NA/Yr13-14-Control/NA/Yr13-14-0.65N/NA/Yr13-14-1.3N/NA/Yr13-14-1.95N,Data.Out,,,,FALSE,"",""
JO0110,IN.Level.Name/T.Name,Compulsory Product field is blank.,Gli Res-INT-S+Without__Gliricidia/NA/Leucaena__Lu Res-INT-S+Without/NA/Gli Res-INT-S+Fert__Gliricidia/NA/Leucaena__Lu Res-INT-S+Fert/NA,Data.Out,,,,FALSE,"",""
JO0127,IN.Level.Name/T.Name,Compulsory Product field is blank.,INT-PP-0NPK__INT-YAM-A-0NPK/NA/INT-PP-NPK1__INT-YAM-A-NPK1/NA/INT-PP-NPK2__INT-YAM-A-NPK2/NA/INT-PP-NPK1__INT-YAM-B-NPK1/NA,Data.Out,,,,FALSE,"",""
JO0128,IN.Level.Name/T.Name,Compulsory Product field is blank.,0P-INT-GN__0P-INT-SP/NA/0P-INT-SB__0P-INT-SP/NA/0P-INT-GN__0P-INT-SB__0P-INT-SP/NA/20P-INT-GN__20P-INT-SP/NA/20P-INT-SB__20P-INT-SP/NA/20P-INT-GN__20P-INT-SB__20P-INT-SP/NA/40P-INT-GN__40P-INT-SP/NA/40P-INT-SB__40P-INT-SP/NA/40P-INT-GN__40P-INT-SB__40P-INT-SP/NA/20P-INT-GN..40P-INT-GN..0P-INT-GN__20P-INT-SP..40P-INT-SP..0P-INT-SP/NA/20P-INT-SB..40P-INT-SB..0P-INT-SB__20P-INT-SP..40P-INT-SP..0P-INT-SP/NA/20P-INT-GN..40P-INT-GN..0P-INT-GN__20P-INT-SB..40P-INT-SB..0P-INT-SB__20P-INT-SP..40P-INT-SP..0P-INT-SP/NA,Data.Out,,,,FALSE,"",""
JO0131,IN.Level.Name/T.Name,Compulsory Product field is blank.,Bellatti L263-2-2__Cairo 1_INT/NA/Cairo 1_INT__Calland-2-2/NA/Cairo 1_INT__Clark 63-2-2/NA/Cairo 1_INT__Columbus-2-2/NA/Cairo 1_INT__Corsory 79-2-2/NA/Cairo 1_INT__Crawford-2-2/NA/Cairo 1_INT__Cutler 71-2-2/NA/Cairo 1_INT__MD 71-583-2-2/NA/Cairo 1_INT__MD-77-5675-2-2/NA/Cairo 1_INT__Pella-2-2/NA/Cairo 1_INT__Union-2-2/NA/Cairo 1_INT__Woodworth Black-2-2/NA/C 11-2-2__Cairo 1_INT/NA/C 13-2-2__Cairo 1_INT/NA/C 17-2-2__Cairo 1_INT/NA/C 24-2-2__Cairo 1_INT/NA/C 32-2-2__Cairo 1_INT/NA/Cairo 1_INT__Giza 82-2-2/NA/Cairo 1_INT__Giza 83-140/NA/Cairo 1_INT__Giza 111-140/NA/Bellatti L263-140__Cairo 1_INT/NA/Cairo 1_INT__Calland-140/NA/Cairo 1_INT__Clark 63-140/NA/Cairo 1_INT__Columbus-140/NA/Cairo 1_INT__Corsory 79-140/NA/Cairo 1_INT__Crawford-140/NA/Cairo 1_INT__Cutler 71-140/NA/Cairo 1_INT__MD 71-583-140/NA/Cairo 1_INT__MD-77-5675-140/NA/Cairo 1_INT__Pella-140/NA/Cairo 1_INT__Union-140/NA/Cairo 1_INT__Woodworth Black-140/NA/C 11-140__Cairo 1_INT/NA/C 13-140__Cairo 1_INT/NA/C 17-140__Cairo 1_INT/NA/C 24-140__Cairo 1_INT/NA/C 32-140__Cairo 1_INT/NA/Cairo 1_INT__Giza 82-140/NA,Data.Out,,,,FALSE,"",""
JO0134,IN.Level.Name/T.Name,Compulsory Product field is blank.,23-PM-INT__23-SS-INT/NA/24-PM-INT__24-SS-INT/NA/25-PM-INT__25-SS-INT/NA/26-PM-INT__26-SS-INT/NA,Data.Out,,,,FALSE,"",""
JO0136,IN.Level.Name/T.Name,Compulsory Product field is blank.,INT-BA+FERT__INT-MZ+FERT/NA/INT-BA-0FERT__INT-MZ-0FERT/NA/INT-BA+FERT__INT-CP+FERT/NA/INT-BA-0FERT__INT-CP-0FERT/NA/INT-BA+FERT__INT-CV+FERT/NA/INT-BA-0FERT__INT-CV-0FERT/NA,Data.Out,,,,FALSE,"",""
JO0143,IN.Level.Name/T.Name,Compulsory Product field is blank.,2017-INT-DES__2017-INT-MZ/NA/2017-INT-CROT__2017-INT-MZ/NA/2017-INT-CB__2017-INT-MZ/NA/2017-INT-MZ__2018-INT-CB/NA/2017-INT-GN__2017-INT-MZ/NA/2017-INT-GRM__2017-INT-MZ/NA/2017-INT-MZ__2018-INT-GRM/NA/2017-INT-CP__2017-INT-MZ/NA/2017-INT-MZ__2018-INT-CP/NA,Data.Out,,,,FALSE,"",""
JO0146,IN.Level.Name/T.Name,Compulsory Product field is blank.,INT-P1__INT-R/NA/INT-P2__INT-R/NA/INT-P3__INT-R/NA,Data.Out,,,,FALSE,"",""
JO0156,IN.Level.Name/T.Name,Compulsory Product field is blank.,NA/Degage-Bay-10/NA/Degage-Bay-15/NA/Degage-Rid-10/NA/Degage-Rid-15/NA/Degage-0Chem/NA/Gora-Bay-10/NA/Gora-Bay-15/NA/Gora-Rid-10/NA/Gora-Rid-15/NA/Gora-0Chem/NA/Control-Bay-10/NA/Control-Bay-15/NA/Control-Rid-10/NA/Control-Rid-15/NA/Control-0Chem,Data.Out,,,,FALSE,"",""
JO0157,IN.Level.Name/T.Name,Compulsory Product field is blank.,NA/SB M..SB T..SB B..SB FM..SB O..SB P/NA/SBSM..SBS T..SBS B..SBS FM..SBS O..SBS P/NA/StnBM..StnB T..StnB B..StnB FM..StnB O..StnB P/NA/Control M..Control T..Control B..Control FM..Control O..Control P,Data.Out,,,,FALSE,"",""
JO0169,IN.Level.Name/T.Name,Compulsory Product field is blank.,INT-CP__INT-MZ/NA/INT-CP__INT-PP/NA/INT-MZ__INT-PP/NA,Data.Out,,,,FALSE,"",""
JO0172,IN.Level.Name/T.Name,Compulsory Product field is blank.,INT-FB+AMF__INT-FG+AMF/NA/INT-FB+Yeast__INT-FG+Yeast/NA/INT-FB+Round Up__INT-FG+Round Up/NA/INT-FB+ Rizolex__INT-FG+ Rizolex/NA/INT-FB+ No chem__INT-FG+ No chem/NA/INT-FB+AMF__INT-LP+AMF/NA/INT-FB+Yeast__INT-LP+Yeast/NA/INT-FB+Round Up__INT-LP+Round Up/NA/INT-FB+ Rizolex__INT-LP+ Rizolex/NA/INT-FB+ No chem__INT-LP+ No chem/NA/INT-FB+AMF__INT-GLC+AMF/NA/INT-FB+Yeast__INT-GLC+Yeast/NA/INT-FB+Round Up__INT-GLC+Round Up/NA/INT-FB+ Rizolex__INT-GLC+ Rizolex/NA/INT-FB+ No chem__INT-GLC+ No chem/NA,Data.Out,,,,FALSE,"",""
JO0194,IN.Level.Name/T.Name,Compulsory Product field is blank.,INT-CB__INT-MZ/NA/INT-MZ__INT-SG/NA/INT-MZ__INT-SB/NA,Data.Out,,,,FALSE,"",""
JO0196,IN.Level.Name/T.Name,Compulsory Product field is blank.,INT-LAB__INT-POT/NA/INT-LB__INT-POT/NA,Data.Out,,,,FALSE,"",""
JS0006.2,IN.Level.Name/T.Name,Compulsory Product field is blank.,0_A_0NPK_C_1__0_A_0NPK_M_I/NA/LL_0NPK_C_1__LL_0NPK_M_I__LL_INT/NA/CP_0NPK_C_1__CP_0NPK_M_I__PP_INT/NA/0_A_+NPK_C_1__0_A_+NPK_M_I/NA/LL_+NPK_C_1__LL_+NPK_M_I__LL_INT/NA/CP_+NPK_C_1__CP_+NPK_M_I__PP_INT/NA,Data.Out,,,,FALSE,"",""
JS0086,IN.Level.Name/T.Name,Compulsory Product field is blank.,AL_INT__C_INT/NA/C_INT__ML_INT/NA/C_INT__NW_INT/NA,Data.Out,,,,FALSE,"",""
JS0204,Out.Code.Joined,"Compulsory Treatment, Intercropping and Rotation fields are all blank (at least one value must be present).",Soil Organic Matter..%..0..30,Data.Out,,,,FALSE,"",""
JS0204,IN.Level.Name/T.Name,Compulsory Product field is blank.,INT-GRAV__INT-P/NA/INT-CARD__INT-GRAV__INT-P/NA/INT-GL__INT-P/NA/INT-CARD__INT-GL__INT-P/NA,Data.Out,,,,FALSE,"",""
JS0216,IN.Level.Name/T.Name,Compulsory Product field is blank.,Gnut NT__sorghum NT/NA/Gnut ST__sorghum ST/NA/Gnut RT__sorghum RT/NA,Data.Out,,,,FALSE,"",""
JS0248,IN.Level.Name/T.Name,Compulsory Product field is blank.,NA/Hanfets (barley)  - DER+__Hanfets (Wheat)  - DER+/NA/Hanfets (barley)  - TER+__Hanfets (Wheat)  - TER+/NA/Hanfets (barley) - Conventional__Hanfets (Wheat) - Conventional,Data.Out,,,,FALSE,"",""
JS0411,IN.Level.Name/T.Name,Compulsory Product field is blank.,(Cac) Havea + Cacao__(Hav) Havea + Cacao/NA/(Cof) Havea + coffee__(Hav) Havea + coffee/NA/(Hav) Havea + Lemon__(Lem) Havea + Lemon/NA/(Col) Havea + Cola__(Hav) Havea + Cola/NA,Data.Out,,,,FALSE,"",""
JS0433,IN.Level.Name/T.Name,Compulsory Product field is blank.,A-INT-4__T-82-M-F1-A>>F-5/NA/A-INT-4__T-82-M-F2-A>>F-5/NA/D-INT-4__T-82-M-F1-A>>F-5/NA/D-INT-4__T-82-M-F2-A>>F-5/NA/G-INT4__T-82-M-F1-A>>F-5/NA/G-INT4__T-82-M-F2-A>>F-5/NA/L-INT-4__T-82-M-F1-A>>F-5/NA/L-INT-4__T-82-M-F2-A>>F-5/NA,Data.Out,,,,FALSE,"",""
LM0173,IN.Level.Name/T.Name,Compulsory Product field is blank.,LL 4m inter..LL 4m block__M 75/NA/LL 5m inter..LL 5m block__M 80 /NA/LL 6.7m inter..LL 6.7m block__M 85/NA/M 75__SS 4m inter..SS 4m block/NA/M 80 __SS 5m inter..SS 5m block/NA/M 85__SS 6.7m inter..SS 6.7m block/NA,Data.Out,,,,FALSE,"",""
LM0187,IN.Level.Name/T.Name,Compulsory Product field is blank.,DES-INT__TN-PPT/NA/CB-INT__TN-INT-M/NA/DES-INT__SUB-PPT/NA/CB-INT__SUB-INT-M/NA/BU-PPT__DES-INT/NA/BU-INT-M__CB-INT/NA/DES-INT__SIA-PPT/NA/CB-INT__SIA-INT-M/NA/DES-INT__KS-PPT/NA/CB-INT__KS-INT-M/NA/DES-INT__VG-PPT/NA/CB-INT__VG-INT-M/NA,Data.Out,,,,FALSE,"",""
LM0194,IN.Level.Name/T.Name,Compulsory Product field is blank.,(Bn) CAMSi-CR.NY__(Mz)CAMSi-CR.NY/NA/(Bn) CAMSi+CR.NY__(Mz)CAMSi+CR.NY/NA/(Bn) CTMSi-CR.NY__(Mz)CTMSi-CR.NY/NA/(Bn) CTMSi+CR.NY__(Mz)CTMSi+CR.NY/NA,Data.Out,,,,FALSE,"",""
LM0264,IN.Level.Name/T.Name,Compulsory Product field is blank.,M_PP/M inter__PP_PP/M inter/NA/G_G/M inter alley__M_G/M inter alley/NA/G_G/M inter block__M_G/M inter block/NA,Data.Out,,,,FALSE,"",""
NM0001,IN.Level.Name/T.Name,Compulsory Product field is blank.,T2 (common bean)__TC/NA/T3 (common bean + ridges)__TC/NA,Data.Out,,,,FALSE,"",""
NM0003,IN.Level.Name/T.Name,Compulsory Product field is blank.,Abontem__Apagbala/NA/Abontem__Padituya/NA/Abontem__Nandanbaya/NA/Apagbala__Omankwa/NA/Omankwa__Padituya/NA/Nandanbaya__Omankwa/NA,Data.Out,,,,FALSE,"",""
NM0004,IN.Level.Name/T.Name,Compulsory Product field is blank.,Improved bean lyamungu 90 (Intercrop)__Maize (Intercrop)/NA/Local bean Mkanamna (Intercrop)__Maize (Intercrop)/NA,Data.Out,,,,FALSE,"",""
NM0020,IN.Level.Name/T.Name,Compulsory Product field is blank.,Black oats M__Vetch M/NA,Data.Out,,,,FALSE,"",""
NM0028,IN.Level.Name/T.Name,Compulsory Product field is blank.,Cowpea 1__Sorghum 2/NA/Cowpea 1__Sorghum 1/NA/Cowpea 2__Sorghum 1/NA,Data.Out,,,,FALSE,"",""
NM0029,IN.Level.Name/T.Name,Compulsory Product field is blank.,Black oats__Hairy Vetch__Rye/NA/Black oats__Hairy Vetch__Radish/NA/Black oats__Rye__Triticale/NA/Black oats__Blue Lupin/NA,Data.Out,,,,FALSE,"",""
NM0030,IN.Level.Name/T.Name,Compulsory Product field is blank.,Maize Int S__Sorghum Int /NA/Bean Int__Maize int B/NA/Maize int M__Millet Int M/NA/Bean Int__Maize Int M & B__Millet Int M/NA/Bean Int__Maize Int M & B__Millet Int M__Sorghum Int /NA,Data.Out,,,,FALSE,"",""
NM0032,IN.Level.Name/T.Name,Compulsory Product field is blank.,M int NF (TR)__P int NF (TR)/NA/M int MF (TR)__M int MF (TR)/NA/M int RF (TR)__P int RF (TR)/NA/M int NF (OR)__P int NF (OR)/NA/M int MF (OR)__P int MF (OR)/NA/M int RF (OR)__P int RF (OR)/NA/M int NF  (F)__P int NF  (F)/NA/M int MF  (F)__P int MF  (F)/NA/M int RF  (F)__P int RF  (F)/NA,Data.Out,,,,FALSE,"",""
NM0045,IN.Level.Name/T.Name,Compulsory Product field is blank.,C int CT__M int CT/NA/C int (180) CT__M int (180) CT/NA/C int NT__M int NT/NA/C int (180) NT__M int (180) NT/NA,Data.Out,,,,FALSE,"",""
NM0075,IN.Level.Name/T.Name,Compulsory Product field is blank.,NA/Natural or Bare Fallow/NA/Black oats Int__Vetch  Int,Data.Out,,,,FALSE,"",""
NM0077,IN.Level.Name/T.Name,Compulsory Product field is blank.,Garden Pea__Potato Int/NA/Climber bean__Potato Int/NA/Lablab bean__Potato Int/NA,Data.Out,,,,FALSE,"",""
NM0123,IN.Level.Name/T.Name,Compulsory Product field is blank.,TrC_(CR0)_(N0)__TrM_(CR0)_(N0)/NA/TrC_(CR0)_(N1)__TrM_(CR0)_(N1)/NA/TrC_(CR1)_(N0)__TrM_(CR1)_(N0)/NA/TrC_(CR1)_(N1)__TrM_(CR1)_(N1)/NA/C-int_(CR0)_(N0)__M-int_(CR0)_(N0)/NA/C-int_(CR0)_(N1)__M-int_(CR0)_(N1)/NA/C-int_(CR1)_(N0)__M-int_(CR1)_(N0)/NA/C-int_(CR1)_(N1)__M-int_(CR1)_(N1)/NA,Data.Out,,,,FALSE,"",""
NN0159.3,IN.Level.Name/T.Name,Compulsory Product field is blank.,Grape + CC__Triticale /NA/Grape + CC__Vetch/NA/Fava bean__Grape + CC__Rye/NA,Data.Out,,,,FALSE,"",""
NN0187,IN.Level.Name/T.Name,Compulsory Product field is blank.,DS-M-INT-FYM..DS-M-INT-FYM+NPK__INT-DES/NA,Data.Out,,,,FALSE,"",""
NN0192,IN.Level.Name/T.Name,Compulsory Product field is blank.,SS__W int 0/NA/SS__W int 5/NA/SS__W int 10/NA,Data.Out,,,,FALSE,"",""
NN0232,IN.Level.Name/T.Name,Compulsory Product field is blank.,Bn in MB_Wo..Bn in MB_W1..Bn in MB_W2__Mz in MB_Wo..Mz in MB_W1..Mz in MB_W2/NA/Bn in MBB_Wo..Bn in MBB_W1..Bn in MBB_W2__Mz in MBB_Wo..Mz in MBB_W1..Mz in MBB_W2/NA,Data.Out,,,,FALSE,"",""
NN0241,IN.Level.Name/T.Name,Compulsory Product field is blank.,Gliricidia MZ12- No fert__Intercrop Maize MZ12- No fert/NA/Gliricidia 25% fert__Intercrop Maize 25% fert/NA/Gliricidia 50% fert__Intercrop Maize 50% fert/NA,Data.Out,,,,FALSE,"",""
NN0248,IN.Level.Name/T.Name,Compulsory Product field is blank.,MAIZE_INT__Peru/NA/Hawaiian Giant__MAIZE_INT/NA/Cunninghan__MAIZE_INT/NA,Data.Out,,,,FALSE,"",""
NN0261,IN.Level.Name/T.Name,Compulsory Product field is blank.,Impala_maize__Impala_tephrosia/NA,Data.Out,,,,FALSE,"",""
NN0414,IN.Level.Name/T.Name,Compulsory Product field is blank.,CT Cowpea intercop__CT Maize intercrop/NA/CT + Mulch Cowpea intercop__CT + Mulch Maize intercrop/NA/CA Cowpea intercop__CA Maize intercrop/NA,Data.Out,,,,FALSE,"",""
NN0418,IN.Level.Name/T.Name,Compulsory Product field is blank.,CA Maize intercrop__CA PP intercrop/NA,Data.Out,,,,FALSE,"",""
NN0420,IN.Level.Name/T.Name,Compulsory Product field is blank.,C  in 2M:2C__M in 2M:2C/NA/G  in 2M:2G__M in 2M:2G/NA/C in 2M:4C__M in 2M:4C/NA/G in 2M:4G__M in 2M:4G/NA,Data.Out,,,,FALSE,"",""
NN0427,IN.Level.Name/T.Name,Compulsory Product field is blank.,MP1 (Maize)__MP1 (PP) 2008/NA/MB 1 (Brachiaria)__MB 1 (Maize)/NA/MP1 (Maize)__MP1 (PP) 2009/NA,Data.Out,,,,FALSE,"",""
NN0430,IN.Level.Name/T.Name,Compulsory Product field is blank.,intercrop TGX-low__maize low/NA/intercrop TGX-medium__maize medium/NA/intercrop TGX-high__maize high/NA/intercrop samsoy-low__maize low/NA/intercrop samsoy-high__maize high/NA/intercrop samsoy-medium__maize medium/NA,Data.Out,,,,FALSE,"",""
NN0434,IN.Level.Name/T.Name,Compulsory Product field is blank.,GG in soybean + GG__soybean in soybean + GG/NA/CG in  soybean + CG__soybean in  soybean + CG/NA/GG in maize + GG 0N__maize in maize + GG 0N/NA/GG in maize + GG 50N__maize in maize + GG 50N/NA/GG in maize + GG 100N__maize in maize + GG 100N/NA/GG in maize + GG 150N__maize in maize + GG 150N/NA/CG in maize + CG 0N__maize in maize + CG 0N/NA/CG in maize + CG 50N__maize in maize + CG 50N/NA/CG in maize + CG 100N__maize in maize + CG 100N/NA/CG in maize + CG 150N__maize in maize + CG 150N/NA,Data.Out,,,,FALSE,"",""
